CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
CUST00727,Kavya,25,Other,Monthly,31-01-2024,25-04-2024,268,10,1
CUST00728,Ananya,18,Other,Quarterly,10-03-2022,10-10-2022,209,10,1
CUST00729,Kavya,20,Male,Monthly,23-12-2024,31-12-2024,68,7,0
CUST00730,Riya,19,Male,Monthly,03-09-2023,19-10-2024,82,6,0
CUST00731,Sai,26,Male,Quarterly,24-09-2022,08-01-2023,233,5,1
CUST00732,Ira,43,Male,Yearly,09-10-2023,05-12-2023,183,7,1
CUST00733,Aarav,29,Male,Quarterly,05-02-2024,16-07-2024,159,1,1
CUST00734,Priya,61,Female,Monthly,07-01-2022,05-08-2024,9,3,0
CUST00735,Krishna,30,Other,Quarterly,25-03-2024,21-07-2024,116,2,0
CUST00736,Aanya,44,Other,Yearly,21-04-2024,16-08-2024,176,9,0
CUST00737,Riya,60,Male,Yearly,15-09-2024,10-10-2024,253,9,0
CUST00738,Aditya,54,Male,Yearly,01-11-2024,12-12-2024,160,10,1
CUST00739,Vivaan,65,Male,Yearly,22-07-2022,28-07-2022,138,10,0
CUST00740,Rohan,48,Male,Monthly,19-03-2022,12-06-2024,131,1,0
CUST00741,Vivaan,50,Other,Quarterly,17-10-2022,01-12-2023,17,9,1
CUST00742,Pooja,32,Other,Monthly,01-02-2024,01-09-2024,49,6,0
CUST00743,Kavya,19,Male,Quarterly,20-02-2024,17-05-2024,145,10,1
CUST00744,Ishaan,59,Other,Yearly,15-12-2022,10-10-2023,86,3,0
CUST00745,Ira,28,Other,Quarterly,03-08-2023,24-06-2024,224,8,1
CUST00746,Krishna,34,Other,Yearly,19-05-2024,20-06-2024,119,4,1
CUST00747,Sneha,43,Other,Yearly,27-08-2024,21-11-2024,30,5,1
CUST00748,Ananya,35,Other,Quarterly,03-03-2022,20-03-2022,89,8,0
CUST00749,Aanya,42,Female,Quarterly,17-03-2024,05-09-2024,265,3,0
CUST00750,Vihaan,18,Male,Monthly,06-05-2022,03-04-2023,273,2,0
CUST00751,Neha,38,Male,Quarterly,27-06-2024,16-07-2024,201,8,0
CUST00752,Aarav,21,Male,Monthly,06-06-2024,19-07-2024,5,10,1
CUST00753,Aanya,32,Other,Quarterly,24-02-2023,16-05-2023,142,1,0
CUST00754,Rohan,46,Other,Monthly,15-08-2024,21-09-2024,270,1,0
CUST00755,Rohan,20,Male,Monthly,24-10-2024,30-10-2024,182,5,0
CUST00756,Arjun,27,Male,Monthly,26-06-2022,11-08-2023,151,10,0
CUST00757,Vivaan,26,Male,Yearly,29-05-2022,15-06-2022,52,5,0
CUST00758,Neha,22,Female,Quarterly,27-03-2023,05-12-2024,283,8,1
CUST00759,Vivaan,43,Male,Monthly,02-12-2022,29-09-2023,147,3,0
CUST00760,Reyansh,23,Male,Quarterly,09-07-2024,15-11-2024,67,8,0
CUST00761,Rohan,44,Other,Yearly,25-04-2023,09-12-2024,39,9,1
CUST00762,Aarav,18,Other,Monthly,13-05-2024,30-08-2024,153,9,1
CUST00763,Ishaan,20,Male,Monthly,09-07-2024,25-08-2024,178,6,0
CUST00764,Vihaan,29,Other,Quarterly,26-03-2024,22-04-2024,123,10,1
CUST00765,Aarav,22,Male,Quarterly,07-12-2023,24-03-2024,203,9,1
CUST00766,Kavya,60,Male,Monthly,04-07-2023,05-02-2024,230,5,0
CUST00767,Aanya,26,Male,Quarterly,21-06-2023,13-02-2024,98,10,1
CUST00768,Sneha,64,Female,Monthly,01-04-2023,19-08-2024,222,4,1
CUST00769,Aditya,42,Other,Yearly,19-12-2024,20-12-2024,26,7,0
CUST00770,Kavya,54,Male,Monthly,14-05-2024,28-12-2024,112,6,1
CUST00771,Vivaan,56,Other,Monthly,04-07-2023,29-10-2024,33,4,0
CUST00772,Vivaan,64,Female,Monthly,10-04-2024,07-06-2024,290,1,0
CUST00773,Vivaan,62,Male,Yearly,23-11-2022,07-09-2023,56,10,0
CUST00774,Arjun,20,Other,Monthly,22-09-2022,02-06-2024,188,8,0
CUST00775,Aanya,65,Other,Yearly,11-03-2022,08-04-2024,76,1,0
CUST00776,Sai,26,Female,Quarterly,04-08-2022,22-01-2024,267,1,0
CUST00777,Aditya,25,Other,Monthly,11-07-2023,29-10-2024,45,1,1
CUST00778,Aanya,26,Female,Quarterly,05-06-2024,01-08-2024,136,9,1
CUST00779,Arjun,29,Other,Quarterly,23-05-2023,02-10-2023,159,8,1
CUST00780,Vihaan,54,Male,Yearly,03-09-2024,12-12-2024,41,7,1
CUST00781,Vivaan,56,Female,Monthly,17-11-2023,02-10-2024,132,1,1
CUST00782,Pooja,54,Other,Yearly,05-12-2023,28-09-2024,226,2,1
CUST00783,Vihaan,23,Male,Yearly,22-02-2023,14-04-2024,68,9,0
CUST00784,Aanya,49,Male,Quarterly,11-02-2024,24-02-2024,62,2,1
CUST00785,Arjun,21,Female,Quarterly,23-02-2024,10-04-2024,225,2,1
CUST00786,Pooja,33,Male,Quarterly,13-07-2022,13-05-2024,35,5,1
CUST00787,Diya,37,Female,Quarterly,28-03-2023,29-03-2023,251,4,1
CUST00788,Pooja,54,Female,Monthly,01-12-2023,22-09-2024,90,1,0
CUST00789,Aarav,58,Male,Yearly,04-01-2023,18-04-2023,125,5,0
CUST00790,Aarav,23,Female,Yearly,14-08-2023,18-01-2024,196,5,0
CUST00791,Krishna,40,Female,Quarterly,30-01-2024,06-12-2024,290,10,0
CUST00792,Aditya,25,Male,Quarterly,30-11-2023,15-12-2023,29,5,1
CUST00793,Vihaan,53,Male,Quarterly,01-03-2023,26-03-2023,291,8,1
CUST00794,Sai,64,Male,Monthly,17-12-2023,27-12-2024,81,10,0
CUST00795,Sai,31,Male,Quarterly,16-12-2024,23-12-2024,73,5,1
CUST00796,Ira,60,Female,Yearly,06-12-2023,30-03-2024,144,3,0
CUST00797,Kavya,41,Female,Quarterly,08-09-2023,07-12-2024,276,4,1
CUST00798,Aanya,27,Male,Yearly,18-03-2023,21-06-2024,232,4,1
CUST00799,Sai,43,Other,Quarterly,01-05-2023,16-04-2024,13,3,0
CUST00800,Arjun,43,Male,Yearly,20-02-2024,19-04-2024,123,10,0
CUST00801,Neha,55,Other,Quarterly,10-03-2022,02-05-2024,153,5,0
CUST00802,Krishna,53,Other,Quarterly,30-09-2023,22-01-2024,206,3,1
CUST00803,Ishaan,45,Female,Monthly,05-12-2023,30-01-2024,70,9,0
CUST00804,Riya,23,Other,Monthly,14-08-2024,15-12-2024,60,8,0
CUST00805,Riya,46,Female,Yearly,04-02-2023,11-12-2023,233,9,0
CUST00806,Kavya,54,Female,Monthly,09-09-2024,09-12-2024,76,9,1
CUST00807,Ananya,26,Other,Monthly,25-10-2022,22-10-2023,231,1,1
CUST00808,Pooja,35,Other,Monthly,19-06-2022,06-05-2024,86,9,0
CUST00809,Sai,35,Male,Monthly,29-08-2023,18-10-2024,171,3,0
CUST00810,Priya,56,Male,Monthly,22-06-2023,10-07-2023,204,1,1
CUST00811,Vivaan,59,Other,Monthly,23-01-2023,05-05-2024,265,4,1
CUST00812,Aarav,21,Female,Yearly,30-04-2023,10-02-2024,123,6,0
CUST00813,Priya,26,Other,Quarterly,08-08-2022,13-09-2023,144,8,1
CUST00814,Reyansh,56,Female,Yearly,01-11-2023,26-05-2024,78,6,1
CUST00815,Ishaan,61,Female,Monthly,25-06-2024,28-09-2024,286,2,1
CUST00816,Aditya,22,Male,Monthly,23-08-2023,18-10-2024,204,4,0
CUST00817,Priya,47,Female,Monthly,20-09-2024,31-10-2024,293,3,1
CUST00818,Sai,43,Other,Monthly,27-07-2024,07-12-2024,204,8,1
CUST00819,Priya,42,Other,Quarterly,08-03-2023,30-01-2024,160,6,0
CUST00820,Pooja,23,Male,Quarterly,12-01-2023,25-08-2023,127,2,1
CUST00821,Sneha,45,Male,Yearly,09-04-2022,04-01-2024,169,2,1
CUST00822,Riya,57,Male,Yearly,21-11-2023,10-11-2024,282,8,1
CUST00823,Ishaan,30,Male,Monthly,16-08-2022,19-04-2024,150,10,1
CUST00824,Diya,24,Female,Monthly,27-02-2022,23-07-2023,163,7,0
CUST00825,Riya,40,Female,Yearly,05-10-2022,07-02-2024,129,8,1
CUST00826,Reyansh,57,Female,Monthly,05-09-2022,11-08-2024,47,6,1
CUST00827,Aanya,50,Male,Monthly,23-10-2024,18-12-2024,181,10,1
CUST00828,Ishaan,29,Female,Yearly,19-05-2022,20-04-2024,172,3,1
CUST00829,Aditya,30,Female,Quarterly,02-09-2023,23-08-2024,15,4,1
CUST00830,Sneha,52,Other,Monthly,06-09-2024,22-12-2024,250,3,0
CUST00831,Vivaan,48,Female,Quarterly,02-02-2024,30-11-2024,244,5,1
CUST00832,Diya,54,Other,Monthly,30-06-2023,05-12-2024,100,9,0
CUST00833,Rohan,64,Male,Monthly,03-01-2023,25-12-2023,245,8,0
CUST00834,Riya,49,Other,Yearly,10-10-2022,18-11-2023,203,8,0
CUST00835,Ira,45,Female,Quarterly,08-10-2024,11-12-2024,74,5,1
CUST00836,Aarav,23,Other,Monthly,19-11-2024,24-12-2024,283,9,0
CUST00837,Ishaan,30,Male,Yearly,07-12-2024,21-12-2024,239,4,1
CUST00838,Ananya,55,Male,Quarterly,19-06-2022,18-11-2024,291,1,1
CUST00839,Vivaan,27,Female,Quarterly,03-11-2022,01-10-2024,243,3,1
CUST00840,Reyansh,57,Male,Monthly,14-01-2024,25-04-2024,241,4,1
CUST00841,Riya,32,Other,Monthly,05-03-2024,07-04-2024,232,1,1
CUST00842,Riya,45,Female,Yearly,27-12-2023,30-11-2024,36,1,1
CUST00843,Pooja,45,Male,Yearly,13-01-2023,04-07-2023,44,2,0
CUST00844,Sai,27,Other,Yearly,18-12-2024,28-12-2024,96,10,0
CUST00845,Neha,31,Female,Monthly,02-08-2022,23-06-2024,168,4,0
CUST00846,Aditya,20,Male,Monthly,07-09-2024,19-10-2024,282,9,1
CUST00847,Sai,49,Other,Quarterly,28-12-2022,08-06-2024,278,6,0
CUST00848,Sai,22,Male,Monthly,27-12-2023,07-01-2024,199,5,1
CUST00849,Ananya,22,Other,Yearly,08-11-2024,16-12-2024,95,6,1
CUST00850,Arjun,31,Female,Quarterly,28-06-2022,02-07-2023,116,7,0
CUST00851,Vivaan,64,Female,Monthly,25-02-2022,15-07-2022,220,9,1
CUST00852,Sneha,20,Female,Monthly,16-08-2023,01-01-2024,239,2,0
CUST00853,Aarav,53,Male,Yearly,15-08-2024,07-11-2024,23,4,0
CUST00854,Aditya,23,Male,Quarterly,20-03-2023,29-07-2024,95,7,0
CUST00855,Sneha,39,Female,Yearly,03-08-2022,01-11-2022,227,1,0
CUST00856,Ananya,45,Female,Quarterly,31-08-2022,22-07-2024,188,10,1
CUST00857,Diya,54,Female,Monthly,08-07-2022,12-06-2024,30,10,1
CUST00858,Vivaan,23,Other,Quarterly,07-10-2024,27-11-2024,175,2,1
CUST00859,Reyansh,18,Female,Quarterly,03-01-2022,10-10-2022,149,8,0
CUST00860,Ira,59,Female,Yearly,09-11-2022,28-06-2023,277,5,1
CUST00861,Diya,33,Female,Quarterly,28-02-2023,01-06-2023,277,9,0
CUST00862,Rohan,23,Female,Quarterly,01-03-2023,21-11-2024,52,10,0
CUST00863,Sai,43,Female,Monthly,01-02-2023,03-08-2023,259,1,0
CUST00864,Kavya,51,Female,Monthly,29-06-2022,08-10-2024,162,8,1
CUST00865,Aanya,57,Other,Monthly,11-06-2022,25-07-2024,248,10,1
CUST00866,Pooja,50,Other,Yearly,03-01-2024,24-10-2024,151,9,1
CUST00867,Pooja,63,Male,Monthly,20-01-2022,28-10-2024,7,9,1
CUST00868,Vivaan,62,Other,Quarterly,26-10-2022,14-09-2023,46,9,0
CUST00869,Ananya,41,Male,Yearly,21-06-2023,11-11-2024,264,5,0
CUST00870,Rohan,22,Female,Quarterly,06-11-2024,23-11-2024,190,2,1
CUST00871,Aditya,50,Male,Quarterly,31-12-2023,26-02-2024,272,3,1
CUST00872,Krishna,48,Female,Monthly,20-10-2024,24-12-2024,175,7,1
CUST00873,Krishna,45,Female,Quarterly,01-10-2022,09-09-2024,230,2,1
CUST00874,Rohan,22,Male,Yearly,09-04-2023,10-04-2024,17,5,0
CUST00875,Diya,57,Male,Monthly,10-10-2022,28-04-2023,172,7,1
CUST00876,Sneha,25,Male,Yearly,14-03-2024,03-07-2024,57,8,0
CUST00877,Vihaan,33,Female,Quarterly,08-10-2022,14-09-2023,250,5,1
CUST00878,Arjun,52,Other,Monthly,15-07-2023,04-09-2024,140,1,0
CUST00879,Reyansh,26,Female,Quarterly,10-08-2023,06-11-2023,167,6,0
CUST00880,Diya,51,Male,Yearly,15-09-2024,20-12-2024,189,5,0
CUST00881,Rohan,55,Other,Yearly,23-07-2023,03-09-2023,109,9,1
CUST00882,Krishna,23,Other,Quarterly,03-04-2023,25-02-2024,91,7,1
CUST00883,Diya,25,Male,Yearly,03-08-2023,09-12-2024,195,9,0
CUST00884,Riya,61,Male,Quarterly,16-07-2024,31-07-2024,7,7,1
CUST00885,Reyansh,52,Other,Quarterly,12-06-2024,08-09-2024,108,4,1
CUST00886,Vihaan,43,Male,Monthly,10-01-2023,30-12-2023,231,2,0
CUST00887,Ishaan,30,Female,Monthly,21-09-2024,17-11-2024,80,7,1
CUST00888,Vivaan,45,Other,Monthly,06-06-2022,28-09-2023,12,3,0
CUST00889,Neha,45,Other,Yearly,01-10-2022,21-07-2024,18,8,0
CUST00890,Reyansh,28,Other,Quarterly,24-12-2023,24-08-2024,263,4,1
CUST00891,Rohan,28,Female,Yearly,20-02-2022,14-01-2023,160,5,1
CUST00892,Sai,18,Male,Yearly,26-08-2024,10-09-2024,8,10,0
CUST00893,Priya,59,Female,Quarterly,22-07-2022,29-11-2024,185,7,1
CUST00894,Ira,49,Male,Monthly,11-12-2023,23-03-2024,146,4,1
CUST00895,Kavya,43,Other,Monthly,31-08-2023,05-10-2023,1,1,1
CUST00896,Riya,19,Other,Yearly,17-02-2022,08-11-2023,179,3,1
CUST00897,Vihaan,63,Female,Yearly,14-05-2023,19-10-2024,77,10,1
CUST00898,Aarav,25,Male,Quarterly,15-07-2023,23-08-2024,189,6,1
CUST00899,Sneha,55,Female,Quarterly,29-04-2024,18-07-2024,119,1,0
CUST00900,Diya,61,Male,Yearly,08-04-2024,10-05-2024,100,5,1
CUST00901,Ananya,56,Other,Yearly,09-11-2022,24-12-2023,21,2,1
CUST00902,Krishna,34,Other,Yearly,09-01-2024,11-08-2024,28,6,0
CUST00903,Neha,23,Female,Monthly,20-11-2024,06-12-2024,72,4,0
CUST00904,Arjun,46,Male,Quarterly,16-04-2022,26-12-2024,167,1,1
CUST00905,Ira,19,Other,Monthly,23-07-2024,27-10-2024,2,9,0
CUST00906,Vihaan,54,Other,Yearly,11-04-2023,07-08-2024,238,1,1
CUST00907,Aarav,30,Male,Yearly,08-02-2024,14-02-2024,218,7,1
CUST00908,Ananya,31,Male,Quarterly,02-08-2023,01-08-2024,13,6,1
CUST00909,Neha,42,Female,Monthly,06-02-2022,08-12-2023,187,9,1
CUST00910,Ananya,33,Male,Quarterly,24-03-2024,30-04-2024,156,7,0
CUST00911,Krishna,22,Male,Monthly,09-12-2023,18-03-2024,118,10,1
CUST00912,Ishaan,24,Male,Monthly,15-03-2023,23-03-2024,1,3,1
CUST00913,Ira,38,Female,Quarterly,14-03-2023,07-08-2024,81,8,1
CUST00914,Pooja,28,Other,Yearly,29-09-2024,03-11-2024,122,10,0
CUST00915,Sai,46,Male,Monthly,03-09-2023,11-02-2024,19,3,0
CUST00916,Diya,44,Female,Monthly,26-11-2023,27-07-2024,96,6,0
CUST00917,Kavya,61,Male,Quarterly,14-05-2023,26-05-2023,34,6,1
CUST00918,Aditya,50,Female,Quarterly,24-06-2022,02-06-2024,73,2,0
CUST00919,Rohan,19,Male,Quarterly,21-09-2024,08-12-2024,55,4,0
CUST00920,Vihaan,55,Other,Monthly,24-06-2022,17-10-2023,2,2,1
CUST00921,Sai,43,Other,Yearly,04-04-2023,16-08-2023,118,9,0
CUST00922,Vivaan,25,Other,Yearly,13-10-2024,22-10-2024,105,3,0
CUST00923,Aarav,33,Male,Yearly,05-10-2024,17-12-2024,120,6,1
CUST00924,Aarav,56,Female,Quarterly,17-03-2022,22-06-2022,46,6,0
CUST00925,Sai,45,Female,Yearly,27-11-2023,28-04-2024,209,5,1
CUST00926,Reyansh,22,Male,Monthly,28-02-2024,20-05-2024,192,1,1
CUST00927,Riya,19,Male,Quarterly,30-01-2023,18-10-2024,185,1,0
CUST00928,Arjun,21,Other,Yearly,10-05-2024,04-09-2024,187,9,0
CUST00929,Pooja,22,Male,Quarterly,23-11-2022,19-03-2024,1,4,1
CUST00930,Neha,36,Other,Yearly,21-05-2024,29-08-2024,183,5,0
CUST00931,Aanya,48,Male,Yearly,18-01-2022,19-08-2024,83,7,1
CUST00932,Aarav,61,Male,Monthly,17-10-2023,23-11-2023,290,7,0
CUST00933,Rohan,58,Female,Quarterly,07-05-2022,23-08-2022,68,3,0
CUST00934,Kavya,22,Female,Monthly,25-06-2023,03-08-2024,152,9,0
CUST00935,Aarav,28,Other,Quarterly,05-12-2023,15-09-2024,209,6,0
CUST00936,Diya,48,Male,Quarterly,16-12-2024,22-12-2024,194,3,0
CUST00937,Aanya,56,Female,Yearly,17-07-2022,02-08-2022,265,10,0
CUST00938,Diya,38,Male,Monthly,18-02-2022,24-08-2023,93,4,1
CUST00939,Ishaan,63,Female,Monthly,12-06-2022,21-07-2022,155,3,0
CUST00940,Arjun,21,Other,Yearly,14-06-2023,13-09-2024,166,3,1
CUST00941,Kavya,44,Female,Yearly,29-04-2023,13-07-2023,20,6,1
CUST00942,Riya,19,Other,Yearly,28-08-2023,26-12-2023,19,9,0
CUST00943,Vihaan,52,Female,Monthly,06-04-2022,18-03-2023,30,10,1
CUST00944,Ira,37,Female,Yearly,08-11-2023,09-06-2024,223,9,0
CUST00945,Priya,33,Female,Yearly,14-11-2023,25-12-2023,196,10,1
CUST00946,Reyansh,35,Other,Quarterly,06-11-2023,02-10-2024,272,1,1
CUST00947,Ishaan,51,Female,Monthly,05-04-2022,03-11-2024,89,2,0
CUST00948,Ishaan,29,Male,Yearly,12-03-2023,11-11-2024,78,3,0
CUST00949,Ira,40,Female,Yearly,25-02-2023,27-02-2023,279,2,0
CUST00950,Kavya,53,Female,Monthly,13-02-2024,15-10-2024,296,2,0
CUST00951,Vihaan,53,Other,Yearly,27-02-2022,25-03-2024,193,2,0
CUST00952,Ira,63,Female,Monthly,22-06-2022,15-07-2023,265,3,1
CUST00953,Aditya,25,Other,Monthly,30-12-2023,06-11-2024,269,5,1
CUST00954,Ananya,28,Male,Quarterly,23-05-2022,12-07-2023,265,6,0
CUST00955,Aanya,51,Male,Monthly,02-11-2022,15-10-2023,270,10,1
CUST00956,Riya,20,Male,Yearly,10-08-2024,17-11-2024,256,1,1
CUST00957,Arjun,28,Male,Yearly,29-09-2022,15-12-2023,37,9,1
CUST00958,Priya,63,Female,Yearly,08-06-2022,20-10-2024,218,9,1
CUST00959,Ishaan,46,Other,Yearly,28-02-2024,26-04-2024,225,2,0
CUST00960,Vivaan,24,Male,Yearly,22-09-2022,19-11-2022,221,9,1
CUST00961,Sai,55,Female,Monthly,24-04-2024,13-10-2024,286,5,0
CUST00962,Arjun,58,Other,Quarterly,07-09-2022,01-01-2025,117,10,0
CUST00963,Pooja,20,Female,Yearly,13-11-2022,16-04-2023,169,7,1
CUST00964,Krishna,34,Other,Quarterly,03-05-2022,29-01-2023,88,4,1
CUST00965,Diya,22,Female,Monthly,22-09-2024,10-12-2024,134,6,1
CUST00966,Rohan,25,Female,Monthly,25-03-2024,21-09-2024,253,9,0
CUST00967,Sneha,51,Female,Yearly,08-01-2023,01-10-2024,225,5,0
CUST00968,Vivaan,30,Female,Monthly,03-10-2023,29-10-2024,191,4,1
CUST00969,Reyansh,64,Male,Monthly,23-10-2024,29-11-2024,66,9,0
CUST00970,Sai,46,Female,Quarterly,25-12-2023,01-01-2025,280,1,0
CUST00971,Ananya,49,Other,Monthly,01-07-2024,01-01-2025,176,4,1
CUST00972,Sai,56,Male,Monthly,03-03-2022,06-11-2024,27,2,0
CUST00973,Aarav,22,Male,Quarterly,16-07-2023,28-04-2024,78,10,0
CUST00974,Ananya,58,Female,Yearly,30-08-2023,12-03-2024,40,7,1
CUST00975,Krishna,28,Female,Yearly,21-11-2023,24-12-2023,248,8,0
CUST00976,Pooja,50,Other,Monthly,20-04-2022,17-05-2024,260,2,0
CUST00977,Kavya,55,Female,Yearly,15-06-2022,11-01-2024,11,2,0
CUST00978,Arjun,52,Other,Monthly,18-01-2024,12-08-2024,215,3,0
CUST00979,Kavya,42,Female,Quarterly,06-07-2023,20-06-2024,253,3,1
CUST00980,Reyansh,62,Other,Yearly,14-01-2023,26-12-2023,117,9,0
CUST00981,Sai,48,Female,Monthly,31-10-2024,31-12-2024,268,6,0
CUST00982,Ira,23,Male,Yearly,07-11-2024,26-11-2024,271,4,0
CUST00983,Aanya,64,Other,Yearly,19-03-2024,14-11-2024,109,1,0
CUST00984,Riya,31,Male,Quarterly,23-07-2024,19-09-2024,294,1,0
CUST00985,Priya,48,Male,Monthly,15-06-2024,10-08-2024,216,1,0
CUST00986,Riya,42,Female,Monthly,27-07-2023,01-03-2024,66,3,1
CUST00987,Riya,56,Male,Yearly,26-05-2024,19-08-2024,251,2,0
CUST00988,Kavya,26,Other,Quarterly,01-05-2023,24-08-2024,231,9,0
CUST00989,Ishaan,40,Male,Monthly,06-12-2024,14-12-2024,6,10,0
CUST00990,Reyansh,26,Female,Quarterly,24-12-2024,26-12-2024,72,7,1
CUST00991,Neha,58,Female,Yearly,07-02-2024,04-10-2024,282,6,0
CUST00992,Ira,39,Male,Monthly,03-11-2022,17-10-2024,258,3,0
CUST00993,Ananya,60,Male,Quarterly,27-03-2022,18-01-2024,254,4,0
CUST00994,Ishaan,53,Male,Monthly,26-05-2023,14-01-2024,106,4,0
CUST00995,Reyansh,40,Male,Monthly,29-12-2022,20-04-2024,12,2,0
CUST00996,Aanya,65,Other,Quarterly,01-11-2023,09-07-2024,216,4,1
CUST00997,Ishaan,19,Male,Yearly,18-09-2022,16-12-2024,275,1,1
CUST00998,Vihaan,55,Other,Quarterly,27-07-2023,07-08-2024,297,1,1
CUST00999,Krishna,57,Male,Yearly,27-11-2022,22-11-2023,163,5,0
CUST01000,Rohan,52,Female,Quarterly,12-06-2022,28-07-2024,154,7,1
CUST01001,Ishaan,48,Other,Quarterly,17-01-2023,01-05-2023,28,3,1
CUST01002,Priya,28,Male,Yearly,05-02-2022,28-11-2024,28,9,1
CUST01003,Aditya,62,Male,Quarterly,31-05-2022,16-04-2024,251,2,0
CUST01004,Reyansh,31,Female,Monthly,12-09-2023,18-10-2024,199,7,0
CUST01005,Ira,60,Other,Quarterly,06-01-2024,13-04-2024,256,4,1
CUST01006,Pooja,37,Male,Monthly,02-11-2022,12-12-2022,257,3,1
CUST01007,Aarav,52,Female,Monthly,25-03-2023,18-06-2024,278,9,1
CUST01008,Riya,40,Male,Monthly,11-06-2023,16-12-2023,239,6,0
CUST01009,Kavya,36,Other,Monthly,01-11-2024,27-11-2024,226,3,0
CUST01010,Rohan,45,Female,Quarterly,17-06-2023,27-02-2024,46,7,0
CUST01011,Ishaan,34,Other,Yearly,07-08-2024,17-12-2024,37,9,0
CUST01012,Neha,57,Other,Yearly,24-11-2022,28-12-2023,281,9,0
CUST01013,Aarav,24,Male,Yearly,04-06-2023,13-07-2023,34,5,0
CUST01014,Neha,53,Female,Yearly,23-10-2023,03-11-2024,240,7,1
CUST01015,Kavya,60,Male,Monthly,08-10-2024,08-12-2024,242,8,1
CUST01016,Arjun,53,Female,Monthly,29-03-2022,04-12-2024,207,4,0
CUST01017,Kavya,43,Female,Monthly,30-04-2024,16-09-2024,136,8,0
CUST01018,Sneha,25,Female,Monthly,22-04-2024,07-07-2024,205,6,0
CUST01019,Sneha,35,Other,Quarterly,25-04-2024,28-09-2024,2,4,0
CUST01020,Aarav,25,Female,Yearly,05-06-2024,05-10-2024,298,4,1
CUST01021,Ira,57,Female,Quarterly,25-05-2023,15-02-2024,117,4,1
CUST01022,Sneha,46,Other,Yearly,19-03-2024,04-08-2024,2,6,1
CUST01023,Vihaan,40,Female,Monthly,08-02-2022,02-06-2024,290,5,1
CUST01024,Vihaan,48,Other,Yearly,19-01-2023,05-09-2023,276,6,0
CUST01025,Aanya,57,Other,Monthly,16-03-2022,17-02-2024,111,10,1
CUST01026,Vivaan,60,Female,Quarterly,21-12-2024,21-12-2024,233,5,1
CUST01027,Neha,40,Female,Yearly,10-11-2023,20-11-2023,155,4,0
CUST01028,Aarav,50,Other,Monthly,12-11-2023,24-12-2023,271,1,0
CUST01029,Vivaan,47,Other,Yearly,29-10-2024,15-12-2024,54,5,0
CUST01030,Aanya,50,Male,Yearly,05-08-2024,08-09-2024,224,8,0
CUST01031,Pooja,27,Other,Yearly,02-05-2023,15-11-2024,45,1,1
CUST01032,Kavya,58,Other,Quarterly,08-08-2022,17-04-2024,15,3,0
CUST01033,Sai,36,Male,Monthly,04-01-2023,19-12-2023,278,6,0
CUST01034,Vihaan,51,Male,Monthly,05-11-2022,09-01-2023,208,8,1
CUST01035,Vihaan,41,Other,Quarterly,04-04-2023,10-09-2024,95,1,1
CUST01036,Rohan,61,Other,Yearly,05-06-2023,02-08-2023,206,1,0
CUST01037,Rohan,42,Female,Monthly,14-01-2022,29-03-2023,28,8,0
CUST01038,Sneha,43,Male,Yearly,18-12-2024,01-01-2025,41,6,1
CUST01039,Arjun,37,Female,Monthly,22-02-2024,01-07-2024,73,2,0
CUST01040,Kavya,47,Female,Quarterly,10-10-2024,23-11-2024,206,2,0
CUST01041,Vihaan,26,Other,Monthly,09-04-2023,21-01-2024,209,5,1
CUST01042,Ishaan,21,Female,Monthly,27-12-2024,28-12-2024,80,1,1
CUST01043,Ira,45,Female,Yearly,15-07-2022,11-01-2024,186,4,0
CUST01044,Aarav,22,Other,Quarterly,27-06-2022,29-11-2022,204,10,0
CUST01045,Diya,49,Female,Quarterly,07-07-2023,12-07-2023,175,7,0
CUST01046,Diya,29,Female,Yearly,03-10-2023,20-07-2024,207,1,0
CUST01047,Sneha,26,Male,Monthly,26-05-2023,03-10-2024,145,8,1
CUST01048,Aditya,47,Female,Yearly,16-03-2022,11-06-2023,126,3,1
CUST01049,Ishaan,26,Male,Monthly,08-11-2023,17-04-2024,105,5,0
CUST01050,Krishna,33,Female,Quarterly,07-11-2023,27-04-2024,177,10,1
CUST01051,Reyansh,31,Male,Monthly,05-12-2024,26-12-2024,50,10,0
CUST01052,Ishaan,52,Male,Monthly,15-10-2022,11-11-2022,45,9,1
CUST01053,Neha,43,Female,Monthly,03-08-2023,29-08-2024,288,4,0
CUST01054,Aarav,27,Other,Quarterly,26-02-2024,24-10-2024,224,10,1
CUST01055,Ishaan,21,Other,Quarterly,08-04-2024,20-05-2024,286,1,1
CUST01056,Aarav,52,Female,Quarterly,04-12-2024,21-12-2024,195,9,0
CUST01057,Riya,23,Male,Quarterly,09-01-2023,13-07-2023,254,4,0
CUST01058,Krishna,40,Male,Quarterly,12-02-2023,04-01-2024,209,3,1
CUST01059,Aanya,36,Female,Quarterly,23-02-2022,13-04-2024,266,1,0
CUST01060,Diya,60,Other,Yearly,18-07-2024,28-11-2024,91,7,1
CUST01061,Ira,38,Female,Quarterly,24-04-2022,25-10-2023,149,4,1
CUST01062,Aarav,53,Male,Yearly,06-08-2024,11-12-2024,208,3,1
CUST01063,Ananya,23,Other,Yearly,23-09-2024,03-11-2024,191,6,0
